No.	Transcript ID	index	score	start	end	length
11352	HUERSP3_17q22::chr17:53628816-53633567(+)	noncoding	-0.34025560679465905	3114	3320	4751
11353	LTR57_17q22::chr17:53719200-53723040(-)	noncoding	-0.3614818873002017	1606	1776	3840
11354	MER41_17q22b::chr17:53839531-53841476(-)	noncoding	-0.3939931356007591	625	735	1945
11355	MER61_17q22d::chr17:53843030-53844758(-)	noncoding	-0.4153891595835203	1302	1391	1728
11356	ERV316A3_17q22b::chr17:54277738-54279107(-)	noncoding	-0.3642962440902263	1072	1317	1369
11357	HERV9_17q22b::chr17:54286175-54293612(+)	noncoding	-0.31078926194835377	2423	2914	7437
11358	MER41_17q22c::chr17:54314459-54316357(-)	noncoding	-0.4298733439197744	890	970	1898
11359	MER41_17q22d::chr17:54322823-54326728(-)	noncoding	-0.38908775468131496	3806	3901	3905
11360	HERV9_17q22c::chr17:54327522-54332778(+)	noncoding	-0.3100832487285262	2684	3145	5256
11361	HERVH_17q22a::chr17:54411779-54416802(+)	noncoding	-0.343496293636938	2928	3095	5023
11362	HERVL_17q22a::chr17:54593233-54596389(-)	noncoding	-0.34607161615619886	179	805	3156
11363	HERVL_17q22b::chr17:54815524-54818434(+)	noncoding	-0.3382436226156674	2548	2754	2910
11364	HERVW_17q22::chr17:55011525-55018498(-)	noncoding	-0.3534651070966419	5385	5501	6973
11365	HERVH_17q22b::chr17:55467773-55476512(+)	coding	0.6541519461594634	4422	4934	8739
11366	HERVEA_17q22::chr17:55473790-55475092(+)	noncoding	-0.3630035794569857	83	241	1302
11367	ERV316A3_17q22c::chr17:55884008-55886722(+)	noncoding	-0.38511293437216976	520	666	2714
11368	ERVL_17q22::chr17:56559636-56567714(+)	noncoding	-0.3571862692078316	137	277	8078
11369	MER4_17q22::chr17:56925170-56931849(+)	noncoding	-0.36560985170841886	1955	2050	6679
11370	PABLA_17q22::chr17:56966042-56973150(+)	coding	0.6487921086785853	5876	6154	7108
11371	ERVLE_17q22c::chr17:57008581-57011984(+)	noncoding	-0.356211748446456	2398	2610	3403
11372	MER41_17q22e::chr17:57023979-57028606(-)	noncoding	-0.35978892422144515	1258	1389	4627
11373	ERV316A3_17q22d::chr17:57817082-57819235(+)	noncoding	-0.33166128383901283	563	745	2153
11374	ERVLB4_17q22c::chr17:58095792-58097754(-)	noncoding	-0.3911368422448259	1817	1900	1962
11375	ERV316A3_17q23.1::chr17:59503491-59506610(-)	noncoding	-0.35896182075526917	1387	1557	3119
11376	HERVL18_17q23.2::chr17:60558502-60561264(-)	noncoding	-0.30864631784752883	106	411	2762
11377	HERVL40_17q23.2::chr17:60971017-60972258(-)	noncoding	-0.41257927380938864	254	316	1241
11378	ERV316A3_17q23.2a::chr17:62178517-62185522(-)	noncoding	-0.3634659305882809	3420	3605	7005
11379	ERV316A3_17q23.2b::chr17:62186186-62188311(-)	noncoding	-0.3358627303806715	661	855	2125
11380	MER41_17q23.3a::chr17:64421422-64424385(+)	noncoding	-0.3789123332475284	622	753	2963
11381	MER41_17q23.3b::chr17:64424386-64432048(-)	noncoding	-0.3748258131120574	709	834	7662
11382	ERVLE_17q24.1::chr17:64714760-64715817(+)	noncoding	-0.3923713145727933	418	480	1057
11383	ERVLB4_17q24.1::chr17:65912010-65912609(-)	noncoding	-0.3877849447145627	337	519	599
11384	ERV316A3_17q24.2a::chr17:66206755-66208661(+)	noncoding	-0.3313870447330072	1657	1803	1906
11385	ERVLE_17q24.2a::chr17:68028400-68030765(-)	noncoding	-0.3325374041424457	225	413	2365
11386	ERVLE_17q24.2b::chr17:68080307-68084537(-)	noncoding	-0.27661519959251835	174	713	4230
11387	HERVFRD_17q24.2::chr17:68490546-68493384(-)	noncoding	-0.3942295145077821	1608	1808	2838
11388	HERVH_17q24.2::chr17:68795454-68798097(-)	noncoding	-0.42736032731477946	493	534	2643
11389	ERV316A3_17q24.2b::chr17:68820905-68823230(+)	noncoding	-0.40506179531248354	2048	2170	2325
11390	ERV316A3_17q24.2c::chr17:68957131-68958397(+)	noncoding	-0.3741908405642561	85	330	1266
11391	ERV316A3_17q24.3a::chr17:69237066-69240465(-)	noncoding	-0.3544374745143406	2402	2569	3399
11392	ERVLE_17q24.3a::chr17:69476407-69476987(-)	noncoding	-0.3630314938241498	1	129	580
11393	ERV316A3_17q24.3b::chr17:69619386-69620049(-)	noncoding	-0.40666953892129976	128	253	663
11394	ERV316A3_17q24.3c::chr17:69824380-69825641(+)	noncoding	-0.44124963322620536	590	667	1261
11395	ERV316A3_17q24.3d::chr17:69825947-69828027(+)	noncoding	-0.369654815165379	890	991	2080
11396	ERVLE_17q24.3b::chr17:70379225-70382952(-)	noncoding	-0.3752185176555225	2925	3128	3727
11397	ERV316A3_17q24.3e::chr17:70420703-70422512(-)	noncoding	-0.34847126597445566	952	1182	1809
11398	HERVL18_17q24.3::chr17:70668378-70671538(+)	noncoding	-0.31699708976540253	150	431	3160
11399	HERVL_17q24.3::chr17:70818885-70823990(-)	noncoding	-0.33064246250001106	3747	3971	5105
11400	ERV316A3_17q24.3f::chr17:71341967-71343486(+)	noncoding	-0.3838911995124451	1153	1227	1519
11401	ERV316A3_17q24.3g::chr17:71942539-71948965(+)	noncoding	-0.3189766164243465	3523	3729	6426
11402	ERVLB4_17q24.3::chr17:72642784-72644069(+)	noncoding	-0.41322061561477375	919	1011	1285
11403	ERVLE_17q25.1a::chr17:74170622-74173400(+)	noncoding	-0.3590472161217031	1239	1355	2778
11404	HERVH_17q25.1a::chr17:74503255-74506420(+)	noncoding	-0.3543979061577571	1749	1868	3165
11405	ERVLB4_17q25.1::chr17:74540590-74541302(+)	noncoding	-0.3969023809906127	65	169	712
11406	ERVLE_17q25.1b::chr17:74548445-74549130(+)	noncoding	-0.4220058151184267	272	343	685
11407	HML6_17q25.1::chr17:74584366-74586931(+)	noncoding	-0.3551817163023817	1340	1477	2565
11408	HML1_17q25.1::chr17:75022576-75030520(+)	noncoding	-0.3210277393192491	3986	4240	7944
11409	HERVH_17q25.1b::chr17:75252621-75258281(+)	noncoding	-0.3556806196973582	3349	3591	5660
11410	HERVH_17q25.1c::chr17:76605988-76611511(-)	noncoding	-0.3346667402378616	3153	3518	5523
11411	ERVLE_17q25.3a::chr17:77983155-77984049(+)	noncoding	-0.4485634447204295	326	382	894
11412	MER41_17q25.3::chr17:79011645-79018141(+)	noncoding	-0.3480114546471421	98	214	6496
11413	ERVLB4_17q25.3a::chr17:79203936-79206370(+)	noncoding	-0.33843790804406526	2142	2366	2434
11414	ERV316A3_17q25.3a::chr17:79901129-79904073(-)	noncoding	-0.33263846209172876	1029	1361	2944
11415	ERV316A3_17q25.3b::chr17:79904359-79906563(-)	noncoding	-0.38948720697553174	308	415	2204
11416	ERVLB4_17q25.3b::chr17:80265360-80268548(+)	noncoding	-0.3246827257755316	735	935	3188
11417	HARLEQUIN_17q25.3a::chr17:80397328-80399793(+)	noncoding	-0.3372137138008462	1089	1187	2465
11418	HERVH_17q25.3::chr17:80399794-80408186(+)	coding	0.6695439538245029	1813	2226	8392
11419	HARLEQUIN_17q25.3b::chr17:80408187-80413516(+)	noncoding	-0.3384103130211287	2866	3210	5329
11420	ERVLE_17q25.3b::chr17:80989236-80990718(+)	noncoding	-0.311366647162271	1133	1402	1482
11421	HERVK11_17q25.3::chr17:82040272-82041783(-)	noncoding	-0.40426945786090085	451	564	1511
11422	ERVLB4_17q25.3c::chr17:83018661-83019256(+)	noncoding	-0.3460210911429016	330	461	595
11423	PRIMA41_18p11.32::chr18:49690-52854(-)	noncoding	-0.3461234027204835	2301	2504	3164
11424	ERV316A3_18p11.32a::chr18:296526-297725(+)	noncoding	-0.37678043685190044	171	383	1199
11425	ERV316A3_18p11.32b::chr18:583795-586143(-)	noncoding	-0.36029156840782606	993	1112	2348
11426	MER41_18p11.32::chr18:874031-876030(-)	noncoding	-0.39079734252105935	347	463	1999
11427	ERVLB4_18p11.32a::chr18:878513-887335(+)	noncoding	-0.32786841920402976	5421	5582	8822
11428	ERV316A3_18p11.32c::chr18:1003192-1008109(-)	noncoding	-0.35359231683549486	1645	1881	4917
11429	HERVL_18p11.32a::chr18:1329269-1333326(+)	noncoding	-0.351895610674536	3305	3394	4057
11430	ERVLB4_18p11.32b::chr18:1498300-1499333(-)	noncoding	-0.4267777508939432	797	847	1033
11431	ERVLB4_18p11.32c::chr18:1831808-1832779(-)	noncoding	-0.4489962401134846	182	259	971
11432	HERVL_18p11.32b::chr18:1854634-1861467(-)	noncoding	-0.32719931537526925	2748	3038	6833
11433	MER4B_18p11.32a::chr18:1919908-1924269(-)	noncoding	-0.40004261613476577	1794	1844	4361
11434	ERVLE_18p11.32::chr18:1933651-1935599(-)	noncoding	-0.38503972055419033	1518	1592	1948
11435	MER4B_18p11.32b::chr18:2157082-2162924(+)	coding	0.5822364408794236	3961	4128	5842
11436	ERVLB4_18p11.32d::chr18:2469478-2472168(+)	noncoding	-0.3417566263768316	443	670	2690
11437	ERV316A3_18p11.32d::chr18:2625765-2630527(+)	noncoding	-0.3226980308579497	4167	4352	4762
11438	ERVLB4_18p11.32e::chr18:2820906-2822437(-)	noncoding	-0.3909761862541651	1371	1499	1531
11439	HERVL_18p11.32c::chr18:2832568-2839315(-)	noncoding	-0.33177273017394726	2813	3193	6747
11440	HERVFRD_18p11.31::chr18:4057062-4062956(+)	noncoding	-0.3655457762076034	3014	3121	5894
11441	HERVW_18p11.31a::chr18:4681680-4683913(+)	noncoding	-0.3646436688328023	1144	1260	2233
11442	HERVW_18p11.31b::chr18:4686671-4692409(+)	noncoding	-0.3478774128186014	354	767	5738
11443	ERV316A3_18p11.31a::chr18:4758365-4762071(+)	noncoding	-0.3314268389794367	2563	2796	3706
11444	ERV316A3_18p11.31b::chr18:5018168-5019945(-)	noncoding	-0.3938902238031403	1098	1172	1777
11445	ERVLE_18p11.31a::chr18:5336061-5337959(-)	noncoding	-0.3641531644624365	586	792	1898
11446	ERVLE_18p11.31b::chr18:5341169-5342401(+)	noncoding	-0.406802369931514	3	62	1232
11447	MER41_18p11.31::chr18:5861768-5865635(+)	noncoding	-0.3901124158347997	3136	3339	3867
11448	ERVLE_18p11.31c::chr18:5876899-5878218(+)	noncoding	-0.4176476089608063	661	876	1319
11449	MER101_18p11.31::chr18:6289009-6289913(+)	noncoding	-0.5352304373273649	266	295	904
11450	ERV316A3_18p11.31c::chr18:6475053-6477072(-)	noncoding	-0.3314817863525591	16	294	2019
11451	ERV316A3_18p11.31d::chr18:6671882-6674742(-)	noncoding	-0.32026517553833966	2419	2529	2860
11452	ERVLE_18p11.23::chr18:7374028-7376134(-)	noncoding	-0.41323124835308034	578	676	2106
11453	HERVL_18p11.23::chr18:7535650-7537310(-)	noncoding	-0.3899082641608832	836	1003	1660
11454	HERVFRD_18p11.23::chr18:8177580-8180999(-)	noncoding	-0.3764930361801807	886	972	3419
11455	ERVLB4_18p11.22::chr18:8581528-8583649(-)	noncoding	-0.3580885685264915	914	1036	2121
11456	HERVIP10FH_18p11.22::chr18:8876837-8883319(-)	noncoding	-0.337604671031534	4469	4675	6482
11457	MER41_18p11.22::chr18:8907608-8910778(+)	noncoding	-0.3479591485182463	2202	2411	3170
11458	HARLEQUIN_18p11.22a::chr18:8913647-8921365(+)	noncoding	-0.33418461137282596	2876	3121	7718
11459	HERVH_18p11.22::chr18:9421990-9426214(-)	noncoding	-0.3545013703460389	2394	2651	4224
11460	ERV316A3_18p11.22a::chr18:9456917-9459157(-)	noncoding	-0.3276151301606466	392	646	2240
11461	ERV316A3_18p11.22b::chr18:9904937-9906052(+)	noncoding	-0.3683762954061395	867	971	1115
11462	ERVLE_18p11.22::chr18:10094867-10096787(+)	noncoding	-0.39788782279794266	1659	1733	1920
11463	ERV316A3_18p11.22c::chr18:10147107-10148117(-)	noncoding	-0.30881496289590904	185	460	1010
11464	HML3_18p11.22::chr18:10219927-10225971(-)	noncoding	-0.33011914469274173	5055	5174	6044
11465	HARLEQUIN_18p11.22b::chr18:10599605-10604201(-)	noncoding	-0.3463878173615794	3799	3999	4596
11466	HERVL_18p11.21a::chr18:11127309-11133941(+)	noncoding	-0.3056864632167037	2800	3291	6632
11467	ERVLB4_18p11.21a::chr18:11139738-11140659(-)	noncoding	-0.3475674433373319	243	425	921
11468	ERV316A3_18p11.21a::chr18:11211079-11211755(-)	noncoding	-0.3689662529219475	13	108	676
11469	ERVLE_18p11.21a::chr18:11401383-11402233(+)	coding	0.5868723865986325	179	385	850
11470	ERV316A3_18p11.21b::chr18:11527168-11529434(+)	noncoding	-0.35055574175651927	1656	1877	2266
11471	MER41_18p11.21::chr18:11538436-11541243(+)	noncoding	-0.359828009005265	1499	1615	2807
11472	HERV3_18p11.21::chr18:11544677-11551816(-)	noncoding	-0.3143300291527288	468	797	7139
11473	HERVFRD_18p11.21::chr18:11584747-11586576(+)	noncoding	-0.33088293054930895	1035	1256	1829
11474	MER101_18p11.21::chr18:11641518-11642615(+)	noncoding	-0.4582550185660097	278	394	1097
11475	ERVLB4_18p11.21b::chr18:11724413-11725129(-)	noncoding	-0.3474227171407289	542	664	716
11476	ERVLB4_18p11.21c::chr18:12567512-12568263(-)	noncoding	-0.41397010372574716	428	502	751
11477	HERVL_18p11.21b::chr18:12753988-12759577(-)	noncoding	-0.32385017703876595	3418	3558	5589
11478	ERVLE_18p11.21b::chr18:12766939-12770774(+)	noncoding	-0.3350412862700114	358	672	3835
11479	ERVLE_18p11.21c::chr18:12899143-12901945(+)	noncoding	-0.3463021137193071	1792	1989	2802
11480	ERVLB4_18p11.21d::chr18:12934879-12940618(-)	noncoding	-0.38193820378219745	75	248	5739
11481	ERVLB4_18p11.21e::chr18:12940660-12942421(-)	noncoding	-0.3713698670645884	1410	1511	1761
11482	ERVLE_18p11.21d::chr18:13720054-13723317(-)	noncoding	-0.35741306227555236	2096	2236	3263
11483	HERVL40_18p11.21::chr18:13952664-13954207(-)	noncoding	-0.3769552040791647	137	232	1543
11484	MER4_18p11.21::chr18:14506059-14507004(-)	noncoding	-0.3965906665281562	47	97	945
11485	HERVIP10F_18p11.21a::chr18:14616039-14619934(+)	noncoding	-0.36334966062238216	1041	1217	3895
11486	ERVLB4_18p11.21f::chr18:15036163-15038414(+)	noncoding	-0.3807085073203632	625	750	2251
11487	HERVL_18p11.21c::chr18:15039150-15045695(+)	noncoding	-0.3445996782786832	2915	3037	6545
11488	HERVIP10F_18p11.21b::chr18:15307987-15316600(-)	coding	0.5816983221995564	183	314	8613
11489	ERV316A3_18p11.21c::chr18:15361001-15363516(+)	noncoding	-0.39964797990812095	1799	1906	2515
11490	HUERSP3_18q11.1::chr18:21078509-21080065(-)	noncoding	-0.3325098880186058	953	1180	1556
11491	ERV316A3_18q11.1::chr18:21190560-21192359(+)	noncoding	-0.3531293632756848	322	492	1799
11492	HERVL40_18q11.2a::chr18:22751181-22754506(+)	noncoding	-0.32269776504674696	2473	2868	3325
11493	ERV316A3_18q11.2a::chr18:22840781-22843704(+)	noncoding	-0.35286099539246385	337	546	2923
11494	HERVH_18q11.2::chr18:23285010-23290046(+)	noncoding	-0.3405251499642534	160	402	5036
11495	ERVLE_18q11.2a::chr18:23799680-23807868(-)	noncoding	-0.3209472638296744	5388	5714	8188
11496	ERV316A3_18q11.2b::chr18:24354815-24355638(-)	noncoding	-0.37478538218497537	227	487	823
11497	ERV316A3_18q11.2c::chr18:24356917-24358507(+)	noncoding	-0.32194078493277245	90	332	1590
11498	MER4B_18q11.2::chr18:24690536-24691983(+)	noncoding	-0.39289472682949844	1237	1344	1447
11499	HERVL40_18q11.2b::chr18:24747651-24752630(-)	noncoding	-0.3350309020830815	1306	1587	4979
11500	ERVLB4_18q11.2::chr18:24771589-24779206(-)	noncoding	-0.3234358866428433	3955	4218	7617
11501	ERV316A3_18q11.2d::chr18:25511993-25513522(+)	noncoding	-0.37887026677303126	235	450	1529
11502	ERV316A3_18q11.2e::chr18:25647320-25651583(-)	noncoding	-0.35497621794915046	2439	2642	4263
11503	ERVLE_18q11.2b::chr18:26160808-26161907(-)	noncoding	-0.35817146576434655	737	1006	1099
11504	HERV9_18q11.2::chr18:26231675-26238550(-)	coding	0.6706627194640822	3516	4424	6875
11505	ERV316A3_18q11.2f::chr18:26267884-26269507(-)	noncoding	-0.35541086917326636	981	1160	1623
11506	ERVLE_18q11.2c::chr18:26369428-26373198(+)	noncoding	-0.3683789686745499	246	380	3770
11507	HERVL_18q11.2::chr18:27219443-27221403(+)	noncoding	-0.3535069085544036	568	861	1960
11508	ERV316A3_18q11.2g::chr18:27254235-27255444(-)	noncoding	-0.37066767524874233	4	162	1209
11509	HERVL40_18q11.2c::chr18:27262790-27266446(+)	noncoding	-0.3895028787289385	296	562	3656
11510	ERVLE_18q12.1a::chr18:28203371-28205351(-)	noncoding	-0.3904661011835182	235	435	1980
11511	HERVH48_18q12.1::chr18:28208841-28212098(-)	noncoding	-0.32981555390378847	66	320	3257
11512	ERV316A3_18q12.1a::chr18:28357917-28359076(+)	noncoding	-0.3253451324476766	362	592	1159
11513	MER4B_18q12.1::chr18:28480836-28481246(-)	noncoding	-0.43971243121782344	88	231	410
11514	HERVH_18q12.1a::chr18:28693027-28698881(-)	noncoding	-0.3248223637497545	3260	3625	5854
11515	ERVLE_18q12.1b::chr18:29184442-29186109(-)	noncoding	-0.40417396194442945	221	280	1667
11516	MER34B_18q12.1::chr18:29202215-29203414(+)	noncoding	-0.4649136582326642	732	767	1199
11517	ERVLE_18q12.1c::chr18:29243511-29245312(-)	noncoding	-0.3824943361254839	202	399	1801
11518	ERV316A3_18q12.1b::chr18:29281742-29287425(-)	noncoding	-0.38567836493236984	3747	3851	5683
11519	HERVL_18q12.1a::chr18:29296705-29300107(-)	noncoding	-0.39853045379815744	1104	1169	3402
11520	HERVIP10FH_18q12.1::chr18:29356350-29362631(-)	noncoding	-0.34784739829123923	4907	5386	6281
11521	HML5_18q12.1::chr18:29419868-29423960(-)	noncoding	-0.3341572234951864	1611	1859	4092
11522	ERVLE_18q12.1d::chr18:29488761-29489603(-)	noncoding	-0.4989766027853402	342	431	842
11523	ERVLE_18q12.1e::chr18:29492284-29493741(-)	noncoding	-0.4540200104326275	693	728	1457
11524	ERVLE_18q12.1f::chr18:29756372-29757123(-)	noncoding	-0.4135850778514324	52	150	751
11525	MER61_18q12.1a::chr18:29879543-29884639(-)	noncoding	-0.35688759321153884	4977	5096	5096
11526	HUERSP2_18q12.1::chr18:29911868-29915826(+)	noncoding	-0.33138545609717773	401	577	3958
11527	ERVLB4_18q12.1a::chr18:30396571-30399526(-)	noncoding	-0.3943273681961772	410	529	2955
11528	ERVLE_18q12.1g::chr18:30508063-30515813(-)	noncoding	-0.2992226855276233	4982	5458	7750
11529	ERVLE_18q12.1h::chr18:30540183-30541647(+)	noncoding	-0.41034308346796056	249	332	1464
11530	ERV316A3_18q12.1c::chr18:30567087-30570067(+)	noncoding	-0.3555939038456839	1122	1418	2980
11531	MER41_18q12.1::chr18:30769491-30774178(+)	noncoding	-0.41379281430979775	4418	4633	4687
11532	ERV316A3_18q12.1d::chr18:30792657-30793871(-)	noncoding	-0.38694339742907646	291	404	1214
11533	ERV316A3_18q12.1e::chr18:31186778-31187319(+)	noncoding	-0.4111420619272552	414	470	541
11534	HERVH_18q12.1b::chr18:31284199-31289927(-)	noncoding	-0.35486364077820276	2118	2285	5728
11535	HERVL66_18q12.1::chr18:31492660-31497030(+)	noncoding	-0.35792773488892093	1599	1688	4370
11536	HUERSP3B_18q12.1::chr18:31741642-31744796(-)	noncoding	-0.3449381775618916	636	788	3154
11537	HERVL_18q12.1b::chr18:31799037-31800835(+)	noncoding	-0.34439549706722683	1102	1371	1798
11538	HERVH_18q12.1c::chr18:31803783-31810056(+)	noncoding	-0.3505780555636281	2107	2271	6273
11539	HERVIP10F_18q12.1::chr18:31974061-31979255(-)	noncoding	-0.3586201581838723	3060	3287	5194
11540	HERVH_18q12.1d::chr18:32000483-32006281(+)	noncoding	-0.3476965609197822	3760	3981	5798
11541	ERVL_18q12.1a::chr18:32502265-32504105(+)	noncoding	-0.35540594946120174	426	563	1840
11542	ERV316A3_18q12.1f::chr18:32504207-32505146(-)	noncoding	-0.4571474778850082	198	260	939
11543	ERVLE_18q12.1i::chr18:32505261-32507097(-)	noncoding	-0.33731909760486734	682	984	1836
11544	ERVLB4_18q12.1b::chr18:33116812-33121415(+)	noncoding	-0.3794815473283626	4437	4556	4603
11545	ERVLE_18q12.1j::chr18:33186722-33190368(+)	noncoding	-0.3667380220880312	1095	1364	3646
11546	HERV3_18q12.1a::chr18:33311957-33313918(+)	noncoding	-0.3558599145996625	1262	1501	1961
11547	HERV3_18q12.1b::chr18:33314231-33315471(+)	noncoding	-0.3850038791431357	340	435	1240
11548	ERVLE_18q12.1k::chr18:33454066-33455027(-)	noncoding	-0.4013837845864784	589	663	961
11549	MER61_18q12.1b::chr18:33560623-33566942(-)	noncoding	-0.3689573556057594	1349	1591	6319
11550	ERVLE_18q12.1l::chr18:33795616-33798448(-)	noncoding	-0.37838615046826873	752	826	2832
11551	ERVLB4_18q12.1c::chr18:33815751-33818565(+)	noncoding	-0.3574619372105342	2430	2813	2814
11552	LTR57_18q12.1::chr18:33899879-33901603(+)	noncoding	-0.4362420180714467	1325	1495	1724
11553	ERVL_18q12.1b::chr18:34006254-34008452(+)	noncoding	-0.4192255243375673	150	392	2198
11554	ERVLE_18q12.1m::chr18:34312666-34315397(-)	noncoding	-0.3759628415518388	2212	2328	2731
11555	ERVLE_18q12.1n::chr18:34345807-34347554(-)	noncoding	-0.40125513004730384	1093	1266	1747
11556	ERV316A3_18q12.1g::chr18:34442832-34444830(-)	noncoding	-0.46160947331610414	411	473	1998
11557	HERVL_18q12.1c::chr18:34732838-34735414(-)	noncoding	-0.35680847906442126	728	880	2576
11558	HERVH_18q12.2a::chr18:35216028-35222512(+)	noncoding	-0.33564326856033466	898	1176	6484
11559	ERVLE_18q12.2a::chr18:35294063-35296087(-)	noncoding	-0.3883854581818128	647	832	2024
11560	HERVL40_18q12.2::chr18:35302340-35304455(+)	noncoding	-0.41470914040518003	1256	1321	2115
11561	HERVH_18q12.2b::chr18:35356140-35361791(-)	noncoding	-0.32821793781720643	3253	3705	5651
11562	ERVLE_18q12.2b::chr18:35386992-35388405(+)	noncoding	-0.4336500890395001	154	270	1413
11563	HERVI_18q12.2::chr18:35832090-35840521(+)	noncoding	-0.35894666522837004	6005	6238	8431
11564	HERVH_18q12.2c::chr18:35844062-35850418(+)	noncoding	-0.34343130089055274	1870	2307	6356
11565	HERVL_18q12.2a::chr18:35855034-35861544(+)	noncoding	-0.3343928588181063	5246	5401	6510
11566	HUERSP3_18q12.2::chr18:35872830-35880365(+)	noncoding	-0.37222476163916174	3672	3761	7535
11567	MER4B_18q12.2::chr18:36150479-36153358(-)	noncoding	-0.3284890951705237	492	932	2879
11568	ERVLB4_18q12.2a::chr18:37117655-37119209(-)	noncoding	-0.3880888253878628	586	759	1554
11569	HERVL_18q12.2b::chr18:37875262-37882073(+)	coding	0.6151225789593322	3906	4580	6811
11570	ERVLE_18q12.2c::chr18:37953179-37953737(-)	noncoding	-0.44890474273890757	437	526	558
11571	ERVLE_18q12.2d::chr18:37965586-37967634(+)	noncoding	-0.3876175004240844	1227	1328	2048
11572	ERVLE_18q12.2e::chr18:38012690-38014489(-)	noncoding	-0.41044218933202814	371	433	1799
11573	ERVLB4_18q12.2b::chr18:38162864-38165816(-)	noncoding	-0.3612375494805712	22	210	2952
11574	ERV316A3_18q12.2::chr18:38279023-38280331(-)	noncoding	-0.38219515562745265	148	240	1308
11575	ERVLE_18q12.2f::chr18:38382310-38383530(-)	noncoding	-0.4097765133493848	1042	1101	1220
11576	HERVL_18q12.2c::chr18:38394176-38396050(+)	coding	0.622401333960986	45	632	1874
11577	HERVL_18q12.2d::chr18:38671289-38673923(+)	noncoding	-0.3598250699511304	263	565	2634
11578	ERVLB4_18q12.2c::chr18:39061630-39064011(-)	noncoding	-0.39819910386848156	850	915	2381
11579	ERVLB4_18q12.2d::chr18:39211356-39214311(-)	noncoding	-0.36403493479760674	234	407	2955
11580	MER61_18q12.3a::chr18:39795158-39800435(-)	noncoding	-0.34903774375253904	4630	4779	5277
11581	ERV316A3_18q12.3a::chr18:39899334-39902259(+)	noncoding	-0.36228309354387456	2287	2454	2925
11582	ERVLB4_18q12.3a::chr18:39934615-39936712(+)	noncoding	-0.35751119175779045	1924	2067	2097
11583	ERV316A3_18q12.3b::chr18:40503578-40504698(+)	noncoding	-0.36660599200632993	201	434	1120
11584	ERVLE_18q12.3a::chr18:40560405-40562824(+)	noncoding	-0.38249226936662284	2164	2268	2419
11585	ERVLE_18q12.3b::chr18:42406173-42407605(+)	noncoding	-0.4099462396118002	961	1110	1432
11586	ERVLE_18q12.3c::chr18:42410316-42411787(+)	noncoding	-0.36073734354799747	1068	1175	1471
11587	HERVH_18q12.3a::chr18:42461841-42469749(+)	noncoding	-0.3560436433682067	2816	2980	7908
11588	HERVH_18q12.3b::chr18:42552441-42558142(-)	noncoding	-0.37158983850091165	3211	3405	5701
11589	HERVH_18q12.3c::chr18:42737046-42742345(+)	noncoding	-0.3401869739533584	3371	3526	5299
11590	HERVH_18q12.3d::chr18:42991497-42996809(+)	noncoding	-0.3579367701326558	181	417	5312
11591	MER61_18q12.3b::chr18:43162440-43171130(+)	noncoding	-0.37457368980841155	7954	8163	8690
11592	HERV4_18q12.3::chr18:43353542-43361433(+)	noncoding	-0.34491583141948445	1269	1490	7891
11593	HERVL_18q12.3a::chr18:43397707-43404584(-)	noncoding	-0.36243473628318346	2783	2968	6877
11594	HERVL18_18q12.3a::chr18:43481909-43483268(+)	noncoding	-0.31700717468816253	578	919	1359
11595	HERVL18_18q12.3b::chr18:43484815-43487154(+)	noncoding	-0.32418765807398797	117	272	2339
11596	HERVL_18q12.3b::chr18:43494230-43500569(+)	noncoding	-0.3283203891510754	5221	5475	6339
11597	ERVLE_18q12.3d::chr18:43672036-43672912(-)	noncoding	-0.439290668247856	466	540	876
11598	ERVL_18q12.3a::chr18:44053712-44055809(+)	noncoding	-0.3973449161453416	1699	1770	2097
11599	ERVL_18q12.3b::chr18:44058512-44060087(+)	noncoding	-0.438469972168711	967	1026	1575
11600	ERVLE_18q12.3e::chr18:44208290-44209922(+)	noncoding	-0.4400768449122142	635	724	1632
11601	ERVLB4_18q12.3b::chr18:44209923-44214001(+)	noncoding	-0.3794707097639659	1714	1845	4078
11602	ERVLE_18q12.3f::chr18:44630297-44631176(-)	noncoding	-0.44881604415704046	300	344	879
11603	ERVLE_18q12.3g::chr18:44631724-44635998(-)	noncoding	-0.3455695239228539	4037	4198	4274
11604	ERV316A3_18q21.1a::chr18:45977352-45982497(+)	noncoding	-0.36203231377651834	4444	4575	5145
11605	ERV316A3_18q21.1b::chr18:46275058-46278556(+)	noncoding	-0.36107096604590705	2961	3245	3498
11606	HERVL_18q21.1::chr18:46777528-46782756(+)	noncoding	-0.35408043811031054	3318	3446	5228
11607	HERVI_18q21.1::chr18:46868193-46877872(+)	noncoding	-0.3350196207437989	2880	3065	9679
11608	ERVLE_18q21.1a::chr18:47432549-47434731(+)	noncoding	-0.3726420230724309	276	374	2182
11609	MER101_18q21.1a::chr18:47816554-47819208(+)	noncoding	-0.4018763459541468	2135	2242	2654
11610	LTR57_18q21.1::chr18:47818630-47820124(+)	noncoding	-0.39685751392599233	354	479	1494
11611	MER101_18q21.1b::chr18:47820099-47824600(+)	noncoding	-0.41362386717770827	279	374	4501
11612	ERVLE_18q21.1b::chr18:48459770-48463770(+)	noncoding	-0.35622891593330896	917	1099	4000
11613	ERVLE_18q21.1c::chr18:48471097-48472369(-)	noncoding	-0.4187549271599881	891	980	1272
